Date,Close
7/17/2020 16:00:00,55.04
7/20/2020 16:00:00,57.46
7/21/2020 16:00:00,57
7/22/2020 16:00:00,61.79
7/23/2020 16:00:00,59.57
7/24/2020 16:00:00,69.4
7/27/2020 16:00:00,68.97
7/28/2020 16:00:00,67.61
7/29/2020 16:00:00,76.09
7/30/2020 16:00:00,78.2
7/31/2020 16:00:00,77.43
8/3/2020 16:00:00,77.67
8/4/2020 16:00:00,85.04
8/5/2020 16:00:00,85.31
8/6/2020 16:00:00,86.71
8/7/2020 16:00:00,84.85
8/10/2020 16:00:00,82.24
8/11/2020 16:00:00,76.88
8/12/2020 16:00:00,82.61
8/13/2020 16:00:00,81.84
8/14/2020 16:00:00,81.3
8/17/2020 16:00:00,82.42
8/18/2020 16:00:00,81.66
8/19/2020 16:00:00,81.09
8/20/2020 16:00:00,82.77
8/21/2020 16:00:00,83.81
8/24/2020 16:00:00,83.08
8/25/2020 16:00:00,86.35
8/26/2020 16:00:00,86.02
8/27/2020 16:00:00,83.8
8/28/2020 16:00:00,85.55
8/31/2020 16:00:00,90.82
9/1/2020 16:00:00,92.18
9/2/2020 16:00:00,90.22
9/3/2020 16:00:00,82.54
9/4/2020 16:00:00,82.01
9/8/2020 16:00:00,78.69
9/9/2020 16:00:00,81.91
9/10/2020 16:00:00,78.98
9/11/2020 16:00:00,76.34
9/14/2020 16:00:00,77.9
9/15/2020 16:00:00,78.93
9/16/2020 16:00:00,76.66
9/17/2020 16:00:00,76.55
9/18/2020 16:00:00,74.93
9/21/2020 16:00:00,77.94
9/22/2020 16:00:00,77.7
9/23/2020 16:00:00,74.73
9/24/2020 16:00:00,75.82
9/25/2020 16:00:00,78.06
9/28/2020 16:00:00,79.48
9/29/2020 16:00:00,81.77
9/30/2020 16:00:00,81.99
10/1/2020 16:00:00,84.86
10/2/2020 16:00:00,81.8
10/5/2020 16:00:00,86.15
10/6/2020 16:00:00,84.48
10/7/2020 16:00:00,86.69
10/8/2020 16:00:00,86.51
10/9/2020 16:00:00,83.1
10/12/2020 16:00:00,84.29
10/13/2020 16:00:00,85.28
10/14/2020 16:00:00,84.21
10/15/2020 16:00:00,83.13
10/16/2020 16:00:00,83.17
10/19/2020 16:00:00,82
10/20/2020 16:00:00,81.56
10/21/2020 16:00:00,79.2
10/22/2020 16:00:00,79.42
10/23/2020 16:00:00,81.96
10/26/2020 16:00:00,82.23
10/27/2020 16:00:00,78.88
10/28/2020 16:00:00,76.4
10/29/2020 16:00:00,78.02
10/30/2020 16:00:00,75.29
11/2/2020 16:00:00,74.7
11/3/2020 16:00:00,76.58
11/4/2020 16:00:00,81.35
11/5/2020 16:00:00,83
11/6/2020 16:00:00,85.88
11/9/2020 16:00:00,83.12
11/10/2020 16:00:00,77.99
11/11/2020 16:00:00,81.28
11/12/2020 16:00:00,81.84
11/13/2020 16:00:00,81.43
11/16/2020 16:00:00,83.73
11/17/2020 16:00:00,83.36
11/18/2020 16:00:00,82.54
11/19/2020 16:00:00,85.54
11/20/2020 16:00:00,84.64
11/23/2020 16:00:00,85.31
11/24/2020 16:00:00,85.07
11/25/2020 16:00:00,86.71
11/27/2020 13:00:00,87.19
11/30/2020 16:00:00,92.66
12/1/2020 16:00:00,92.63
12/2/2020 16:00:00,93.74
12/3/2020 16:00:00,92.31
12/4/2020 16:00:00,94.04
12/7/2020 16:00:00,94.07
12/8/2020 16:00:00,92.92
12/9/2020 16:00:00,89.83
12/10/2020 16:00:00,91.66
12/11/2020 16:00:00,91.65
12/14/2020 16:00:00,94.78
12/15/2020 16:00:00,97.12
12/16/2020 16:00:00,96.85
12/17/2020 16:00:00,96.84
12/18/2020 16:00:00,95.92
12/21/2020 16:00:00,93.23
12/22/2020 16:00:00,93.16
12/23/2020 16:00:00,91.55
12/24/2020 13:00:00,91.81
12/28/2020 16:00:00,91.6
12/29/2020 16:00:00,90.62
12/30/2020 16:00:00,92.29
12/31/2020 16:00:00,91.71
1/4/2021 16:00:00,92.3
1/5/2021 16:00:00,92.77
1/6/2021 16:00:00,90.33
1/7/2021 16:00:00,95.16
1/8/2021 16:00:00,94.58
1/11/2021 16:00:00,97.25
1/12/2021 16:00:00,95.36
1/13/2021 16:00:00,91.78
1/14/2021 16:00:00,90.79
1/15/2021 16:00:00,88.21
1/19/2021 16:00:00,89.45
1/20/2021 16:00:00,88.75
1/21/2021 16:00:00,91.53
1/22/2021 16:00:00,92.79
1/25/2021 16:00:00,94.13
1/26/2021 16:00:00,94.71
1/27/2021 16:00:00,88.84
1/28/2021 16:00:00,87.52
1/29/2021 16:00:00,85.64
2/1/2021 16:00:00,87.66
2/2/2021 16:00:00,88.86
2/3/2021 16:00:00,87.89
2/4/2021 16:00:00,87.84
2/5/2021 16:00:00,87.9
2/8/2021 16:00:00,91.47
2/9/2021 16:00:00,90.91
2/10/2021 16:00:00,92.35
2/11/2021 16:00:00,92.66
2/12/2021 16:00:00,93.77
2/16/2021 16:00:00,91.46
2/17/2021 16:00:00,89.94
2/18/2021 16:00:00,88.64
2/19/2021 16:00:00,89.58
2/22/2021 16:00:00,85.37
2/23/2021 16:00:00,84.74
2/24/2021 16:00:00,86.94
2/25/2021 16:00:00,82.42
2/26/2021 16:00:00,84.51
3/1/2021 16:00:00,86.39
3/2/2021 16:00:00,84.13
3/3/2021 16:00:00,80.86
3/4/2021 16:00:00,77.75
3/5/2021 16:00:00,78.52
3/8/2021 16:00:00,73.96
3/9/2021 16:00:00,78.53
3/10/2021 16:00:00,77.52
3/11/2021 16:00:00,81.23
3/12/2021 16:00:00,81.05
3/15/2021 16:00:00,82.5
3/16/2021 16:00:00,82.75
3/17/2021 16:00:00,82.63
3/18/2021 16:00:00,78.12
3/19/2021 16:00:00,79.06
3/22/2021 16:00:00,80.3
3/23/2021 16:00:00,78.38
3/24/2021 16:00:00,76.48
3/25/2021 16:00:00,76.22
3/26/2021 16:00:00,77.41
3/29/2021 16:00:00,77.14
3/30/2021 16:00:00,76
3/31/2021 16:00:00,78.5
4/1/2021 16:00:00,81.09
